province,reference_period,immigrants,net_emigration,emigrants,returning_emigrants,net_temp_emigration,net_npr,npr_inflows,npr_outflows,quarter,year,quarter_date
Saskatchewan,Q1 2013,1915.0,237.0,190.0,70.0,117.0,1130.0,,,Q1,2013,2013-03-31
Saskatchewan,Q2 2013,2881.0,139.0,154.0,132.0,117.0,1074.0,,,Q2,2013,2013-06-30
Saskatchewan,Q3 2013,2721.0,210.0,356.0,283.0,137.0,494.0,,,Q3,2013,2013-09-30
Saskatchewan,Q4 2013,3161.0,155.0,138.0,98.0,115.0,-415.0,,,Q4,2013,2013-12-31
Saskatchewan,Q1 2014,2900.0,265.0,243.0,95.0,117.0,41.0,,,Q1,2014,2014-03-31
Saskatchewan,Q2 2014,3535.0,160.0,218.0,175.0,117.0,83.0,,,Q2,2014,2014-06-30
Saskatchewan,Q3 2014,2778.0,175.0,311.0,277.0,141.0,277.0,,,Q3,2014,2014-09-30
Saskatchewan,Q4 2014,2615.0,213.0,206.0,106.0,113.0,-834.0,,,Q4,2014,2014-12-31
Saskatchewan,Q1 2015,2356.0,264.0,243.0,96.0,117.0,-596.0,,,Q1,2015,2015-03-31
Saskatchewan,Q2 2015,3628.0,202.0,285.0,200.0,117.0,1878.0,,,Q2,2015,2015-06-30
Saskatchewan,Q3 2015,3680.0,282.0,403.0,267.0,146.0,-197.0,,,Q3,2015,2015-09-30
Saskatchewan,Q4 2015,2858.0,252.0,230.0,94.0,116.0,-257.0,,,Q4,2015,2015-12-31
Saskatchewan,Q1 2016,4110.0,310.0,289.0,94.0,115.0,-11.0,,,Q1,2016,2016-03-31
Saskatchewan,Q2 2016,4523.0,157.0,222.0,176.0,111.0,211.0,,,Q2,2016,2016-06-30
Saskatchewan,Q3 2016,3470.0,205.0,662.0,457.0,,1191.0,,,Q3,2016,2016-09-30
Saskatchewan,Q4 2016,2777.0,170.0,347.0,177.0,,-274.0,,,Q4,2016,2016-12-31
Saskatchewan,Q1 2017,3826.0,165.0,343.0,178.0,,-694.0,,,Q1,2017,2017-03-31
Saskatchewan,Q2 2017,4240.0,79.0,376.0,297.0,,149.0,,,Q2,2017,2017-06-30
Saskatchewan,Q3 2017,3970.0,151.0,521.0,370.0,,910.0,,,Q3,2017,2017-09-30
Saskatchewan,Q4 2017,2650.0,185.0,345.0,160.0,,-299.0,,,Q4,2017,2017-12-31
Saskatchewan,Q1 2018,3992.0,219.0,381.0,162.0,,-1019.0,,,Q1,2018,2018-03-31
Saskatchewan,Q2 2018,4387.0,118.0,371.0,253.0,,78.0,,,Q2,2018,2018-06-30
Saskatchewan,Q3 2018,4231.0,205.0,624.0,419.0,,1140.0,,,Q3,2018,2018-09-30
Saskatchewan,Q4 2018,2898.0,202.0,377.0,175.0,,139.0,,,Q4,2018,2018-12-31
Saskatchewan,Q1 2019,2854.0,278.0,451.0,173.0,,-224.0,,,Q1,2019,2019-03-31
Saskatchewan,Q2 2019,3932.0,101.0,350.0,249.0,,579.0,,,Q2,2019,2019-06-30
Saskatchewan,Q3 2019,5521.0,368.0,781.0,413.0,,485.0,,,Q3,2019,2019-09-30
Saskatchewan,Q4 2019,3564.0,299.0,484.0,185.0,,371.0,,,Q4,2019,2019-12-31
Saskatchewan,Q1 2020,3023.0,211.0,389.0,178.0,,-312.0,,,Q1,2020,2020-03-31
Saskatchewan,Q2 2020,1275.0,58.0,142.0,84.0,,-589.0,,,Q2,2020,2020-06-30
Saskatchewan,Q3 2020,1727.0,248.0,498.0,250.0,,-1083.0,,,Q3,2020,2020-09-30
Saskatchewan,Q4 2020,1401.0,153.0,269.0,116.0,,290.0,,,Q4,2020,2020-12-31
Saskatchewan,Q1 2021,2452.0,160.0,243.0,83.0,,366.0,,,Q1,2021,2021-03-31
Saskatchewan,Q2 2021,1773.0,222.0,338.0,116.0,,132.0,,,Q2,2021,2021-06-30
Saskatchewan,Q3 2021,3040.0,232.0,655.0,423.0,,987.0,2929.0,1942.0,Q3,2021,2021-09-30
Saskatchewan,Q4 2021,3686.0,217.0,433.0,216.0,,-133.0,1976.0,2109.0,Q4,2021,2021-12-31
Saskatchewan,Q1 2022,4161.0,239.0,399.0,160.0,,5.0,1680.0,1675.0,Q1,2022,2022-03-31
Saskatchewan,Q2 2022,5404.0,229.0,514.0,285.0,,1944.0,3138.0,1194.0,Q2,2022,2022-06-30
Saskatchewan,Q3 2022,6974.0,212.0,672.0,460.0,,3358.0,5126.0,1768.0,Q3,2022,2022-09-30
Saskatchewan,Q4 2022,5140.0,205.0,444.0,239.0,,3522.0,4495.0,973.0,Q4,2022,2022-12-31
Saskatchewan,Q1 2023,7393.0,304.0,508.0,204.0,,589.0,3755.0,3166.0,Q1,2023,2023-03-31
Saskatchewan,Q2 2023,6623.0,98.0,434.0,336.0,,3347.0,4697.0,1350.0,Q2,2023,2023-06-30
Saskatchewan,Q3 2023,6025.0,227.0,707.0,480.0,,6367.0,7847.0,1480.0,Q3,2023,2023-09-30
Saskatchewan,Q4 2023,5134.0,173.0,397.0,224.0,,3834.0,5619.0,1785.0,Q4,2023,2023-12-31
Saskatchewan,Q1 2024,5607.0,321.0,536.0,215.0,,2934.0,5018.0,2084.0,Q1,2024,2024-03-31
Saskatchewan,Q2 2024,7414.0,25.0,323.0,298.0,,2035.0,4801.0,2766.0,Q2,2024,2024-06-30
Saskatchewan,Q3 2024,6045.0,233.0,729.0,496.0,,3247.0,5837.0,2590.0,Q3,2024,2024-09-30
Saskatchewan,Q4 2024,4098.0,177.0,406.0,229.0,,1635.0,3676.0,2041.0,Q4,2024,2024-12-31
Saskatchewan,Q1 2025,4589.0,332.0,553.0,221.0,,-1888.0,2292.0,4180.0,Q1,2025,2025-03-31
Saskatchewan,Q2 2025,3467.0,26.0,334.0,308.0,,-803.0,2952.0,3755.0,Q2,2025,2025-06-30
Yukon,Q1 2010,133.0,5.0,4.0,3.0,4.0,46.0,,,Q1,2010,2010-03-31
Yukon,Q2 2010,100.0,1.0,4.0,7.0,4.0,78.0,,,Q2,2010,2010-06-30
Yukon,Q3 2010,76.0,6.0,8.0,8.0,6.0,18.0,,,Q3,2010,2010-09-30
Yukon,Q4 2010,41.0,7.0,6.0,3.0,4.0,-74.0,,,Q4,2010,2010-12-31
Yukon,Q1 2011,35.0,4.0,4.0,4.0,4.0,-8.0,,,Q1,2011,2011-03-31
Yukon,Q2 2011,62.0,1.0,4.0,7.0,4.0,66.0,,,Q2,2011,2011-06-30
Yukon,Q3 2011,61.0,29.0,25.0,5.0,9.0,-61.0,,,Q3,2011,2011-09-30
Yukon,Q4 2011,79.0,17.0,14.0,3.0,6.0,-81.0,,,Q4,2011,2011-12-31
Yukon,Q1 2012,87.0,15.0,11.0,3.0,7.0,41.0,,,Q1,2012,2012-03-31
Yukon,Q2 2012,104.0,16.0,13.0,4.0,7.0,19.0,,,Q2,2012,2012-06-30
Yukon,Q3 2012,43.0,20.0,14.0,2.0,8.0,29.0,,,Q3,2012,2012-09-30
Yukon,Q4 2012,45.0,17.0,11.0,0.0,6.0,-106.0,,,Q4,2012,2012-12-31
Yukon,Q1 2013,39.0,18.0,11.0,0.0,7.0,-12.0,,,Q1,2013,2013-03-31
Yukon,Q2 2013,85.0,17.0,11.0,1.0,7.0,73.0,,,Q2,2013,2013-06-30
Yukon,Q3 2013,77.0,6.0,6.0,8.0,8.0,29.0,,,Q3,2013,2013-09-30
Yukon,Q4 2013,115.0,9.0,5.0,3.0,7.0,-123.0,,,Q4,2013,2013-12-31
Yukon,Q1 2014,75.0,11.0,7.0,3.0,7.0,-1.0,,,Q1,2014,2014-03-31
Yukon,Q2 2014,93.0,5.0,4.0,6.0,7.0,47.0,,,Q2,2014,2014-06-30
Yukon,Q3 2014,55.0,10.0,2.0,0.0,8.0,16.0,,,Q3,2014,2014-09-30
Yukon,Q4 2014,81.0,6.0,0.0,0.0,6.0,-89.0,,,Q4,2014,2014-12-31
Yukon,Q1 2015,55.0,8.0,1.0,0.0,7.0,-17.0,,,Q1,2015,2015-03-31
Yukon,Q2 2015,73.0,7.0,0.0,0.0,7.0,71.0,,,Q2,2015,2015-06-30
Yukon,Q3 2015,98.0,27.0,20.0,2.0,9.0,11.0,,,Q3,2015,2015-09-30
Yukon,Q4 2015,41.0,16.0,10.0,0.0,6.0,-37.0,,,Q4,2015,2015-12-31
Yukon,Q1 2016,65.0,16.0,9.0,0.0,7.0,27.0,,,Q1,2016,2016-03-31
Yukon,Q2 2016,50.0,17.0,12.0,1.0,6.0,125.0,,,Q2,2016,2016-06-30
Yukon,Q3 2016,45.0,45.0,54.0,9.0,,60.0,,,Q3,2016,2016-09-30
Yukon,Q4 2016,51.0,24.0,26.0,2.0,,-33.0,,,Q4,2016,2016-12-31
Yukon,Q1 2017,73.0,29.0,31.0,2.0,,-20.0,,,Q1,2017,2017-03-31
Yukon,Q2 2017,64.0,18.0,21.0,3.0,,133.0,,,Q2,2017,2017-06-30
Yukon,Q3 2017,49.0,14.0,14.0,0.0,,75.0,,,Q3,2017,2017-09-30
Yukon,Q4 2017,39.0,10.0,10.0,0.0,,64.0,,,Q4,2017,2017-12-31
Yukon,Q1 2018,94.0,10.0,10.0,0.0,,-24.0,,,Q1,2018,2018-03-31
Yukon,Q2 2018,81.0,12.0,12.0,0.0,,143.0,,,Q2,2018,2018-06-30
Yukon,Q3 2018,66.0,18.0,26.0,8.0,,43.0,,,Q3,2018,2018-09-30
Yukon,Q4 2018,66.0,7.0,10.0,3.0,,-45.0,,,Q4,2018,2018-12-31
Yukon,Q1 2019,63.0,13.0,17.0,4.0,,-55.0,,,Q1,2019,2019-03-31
Yukon,Q2 2019,114.0,6.0,10.0,4.0,,75.0,,,Q2,2019,2019-06-30
Yukon,Q3 2019,130.0,8.0,17.0,9.0,,39.0,,,Q3,2019,2019-09-30
Yukon,Q4 2019,93.0,7.0,10.0,3.0,,15.0,,,Q4,2019,2019-12-31
Yukon,Q1 2020,89.0,6.0,10.0,4.0,,-103.0,,,Q1,2020,2020-03-31
Yukon,Q2 2020,24.0,1.0,2.0,1.0,,-70.0,,,Q2,2020,2020-06-30
Yukon,Q3 2020,37.0,18.0,18.0,0.0,,81.0,,,Q3,2020,2020-09-30
Yukon,Q4 2020,26.0,21.0,21.0,0.0,,-14.0,,,Q4,2020,2020-12-31
Yukon,Q1 2021,84.0,34.0,36.0,2.0,,75.0,,,Q1,2021,2021-03-31
Yukon,Q2 2021,153.0,18.0,18.0,0.0,,26.0,,,Q2,2021,2021-06-30
Yukon,Q3 2021,168.0,5.0,21.0,16.0,,6.0,157.0,151.0,Q3,2021,2021-09-30
Yukon,Q4 2021,191.0,11.0,23.0,12.0,,-130.0,98.0,228.0,Q4,2021,2021-12-31
Yukon,Q1 2022,169.0,20.0,32.0,12.0,,-90.0,79.0,169.0,Q1,2022,2022-03-31
Yukon,Q2 2022,136.0,8.0,20.0,12.0,,139.0,225.0,86.0,Q2,2022,2022-06-30
Yukon,Q3 2022,112.0,-2.0,11.0,13.0,,159.0,236.0,77.0,Q3,2022,2022-09-30
Yukon,Q4 2022,37.0,3.0,10.0,7.0,,174.0,227.0,53.0,Q4,2022,2022-12-31
Yukon,Q1 2023,343.0,7.0,12.0,5.0,,-91.0,206.0,297.0,Q1,2023,2023-03-31
Yukon,Q2 2023,185.0,1.0,10.0,9.0,,288.0,388.0,100.0,Q2,2023,2023-06-30
Yukon,Q3 2023,167.0,-5.0,8.0,13.0,,240.0,356.0,116.0,Q3,2023,2023-09-30
Yukon,Q4 2023,195.0,2.0,6.0,4.0,,101.0,271.0,170.0,Q4,2023,2023-12-31
Yukon,Q1 2024,297.0,7.0,12.0,5.0,,57.0,296.0,239.0,Q1,2024,2024-03-31
Yukon,Q2 2024,236.0,-2.0,6.0,8.0,,123.0,319.0,196.0,Q2,2024,2024-06-30
Yukon,Q3 2024,276.0,-5.0,8.0,13.0,,78.0,290.0,212.0,Q3,2024,2024-09-30
Yukon,Q4 2024,130.0,2.0,6.0,4.0,,101.0,196.0,95.0,Q4,2024,2024-12-31
Yukon,Q1 2025,242.0,7.0,13.0,6.0,,-220.0,85.0,305.0,Q1,2025,2025-03-31
Yukon,Q2 2025,178.0,-1.0,6.0,7.0,,17.0,234.0,217.0,Q2,2025,2025-06-30
